HUD frame time nsec:,33327000

Range Index,Elapsed Time, First Event,Last Event
251,640,8858,8858
252,672,8893,8893
253,3136,8900,8900
254,640,8945,8945
255,640,8999,8999
256,672,9034,9034
257,3264,9041,9041
258,736,9086,9086
259,1376,9140,9140
260,672,9175,9175
261,3488,9182,9182
262,1600,9227,9227
263,640,9281,9281
264,704,9316,9316
265,3104,9323,9323
266,928,9368,9368
267,1088,9422,9422
268,640,9457,9457
269,3776,9464,9464
270,1408,9509,9509
271,672,9563,9563
272,640,9598,9598
273,3872,9605,9605
274,640,9650,9650
275,640,9704,9704
276,672,9739,9739
277,3136,9746,9746
278,864,9791,9791
279,640,9845,9845
280,640,9880,9880
281,3744,9887,9887
282,640,9932,9932
283,800,9986,9986
284,640,10021,10021
285,3168,10028,10028
286,928,10073,10073
287,1216,10127,10127
288,672,10162,10162
289,3776,10169,10169
290,672,10214,10214
291,3655200,10268,10268
292,640,10303,10303
293,3360,10310,10310
294,1728,10355,10355
295,640,10409,10409
296,704,10444,10444
297,3104,10451,10451
298,896,10496,10496
299,640,10550,10550
300,640,10585,10585
301,3072,10592,10592
302,896,10637,10637
303,640,10691,10691
304,640,10726,10726
305,3104,10733,10733
306,12128,10778,10778
307,672,10832,10832
308,640,10867,10867
309,3744,10874,10874
310,640,10919,10919
311,640,10973,10973
312,640,11008,11008
313,10816,11015,11015
314,640,11060,11060
315,672,11114,11114
316,672,11149,11149
317,3520,11156,11156
318,640,11201,11201
319,1088,11255,11255
320,672,11290,11290
321,3136,11297,11297
322,896,11342,11342
323,672,11396,11396
324,672,11431,11431
325,3776,11438,11438
326,672,11483,11483
327,672,11537,11537
328,640,11572,11572
329,3712,11579,11579
330,640,11624,11624
331,1184,11678,11678
332,640,11713,11713
333,3360,11720,11720
334,640,11765,11765
335,1440,11819,11819
336,640,11854,11854
337,3744,11861,11861
338,640,11906,11906
339,672,11960,11960
340,640,11995,11995
341,3136,12002,12002
342,896,12047,12047
343,1248,12101,12101
344,672,12136,12136
345,3776,12143,12143
346,640,12188,12188
347,640,12242,12242
348,672,12277,12277
349,3168,12284,12284
350,1152,12329,12329
351,672,12383,12383
352,672,12418,12418
353,3936,12425,12425
354,672,12470,12470
355,1120,12524,12524
356,640,12559,12559
357,3136,12566,12566
358,1856,12611,12611
359,640,12665,12665
360,640,12700,12700
361,3808,12707,12707
362,640,12752,12752
363,928,12806,12806
364,640,12841,12841
365,3168,12848,12848
366,1920,12893,12893
367,672,12947,12947
368,640,12982,12982
369,3808,12989,12989
370,672,13034,13034
371,640,13088,13088
372,672,13123,13123
373,3552,13130,13130
374,640,13175,13175
375,640,13229,13229
376,640,13264,13264
377,3808,13271,13271
378,640,13316,13316
379,672,13370,13370
380,640,13405,13405
381,3136,13412,13412
382,864,13457,13457
383,672,13511,13511
384,640,13546,13546
385,3744,13553,13553
386,640,13598,13598
387,1184,13652,13652
388,640,13687,13687
389,3136,13694,13694
390,1952,13739,13739
391,640,13793,13793
392,640,13828,13828
393,3872,13835,13835
394,640,13880,13880
395,640,13934,13934
396,672,13969,13969
397,3168,13976,13976
398,864,14021,14021
399,672,14075,14075
400,640,14110,14110
401,3776,14117,14117
402,640,14162,14162
403,672,14216,14216
404,640,14251,14251
405,3136,14258,14258
406,864,14303,14303
407,672,14357,14357
408,640,14392,14392
409,3712,14399,14399
410,640,14444,14444
411,800,14498,14498
412,640,14533,14533
413,3136,14540,14540
414,832,14585,14585
415,800,14639,14639
416,640,14674,14674
417,3776,14681,14681
418,640,14726,14726
419,640,14780,14780
420,640,14815,14815
421,3264,14822,14822
422,736,14867,14867
423,640,14921,14921
424,640,14956,14956
425,3744,14963,14963
426,672,15008,15008
427,672,15062,15062
428,672,15097,15097
429,3776,15104,15104
430,672,15149,15149
431,992,15203,15203
432,672,15238,15238
433,3776,15245,15245
434,672,15290,15290
435,672,15344,15344
436,640,15379,15379
437,3168,15386,15386
438,896,15431,15431
439,992,15485,15485
440,640,15520,15520
441,3744,15527,15527
442,640,15572,15572
443,640,15626,15626
444,672,15661,15661
445,3392,15668,15668
446,640,15713,15713
447,640,15767,15767
448,672,15802,15802
449,3776,15809,15809
450,640,15854,15854
451,672,15908,15908
452,640,15943,15943
453,3136,15950,15950
454,896,15995,15995
455,1568,16049,16049
456,640,16084,16084
457,3776,16091,16091
458,640,16136,16136
459,736,16190,16190
460,3851072,16225,16225
461,3424,16232,16232
462,640,16277,16277
463,1024,16331,16331
464,672,16366,16366
465,3776,16373,16373
466,640,16418,16418
467,640,16472,16472
468,640,16507,16507
469,3136,16514,16514
470,960,16559,16559
471,640,16613,16613
472,672,16648,16648
473,3744,16655,16655
474,672,16700,16700
475,1216,16754,16754
476,672,16789,16789
477,3168,16796,16796
478,832,16841,16841
479,1664,16895,16895
480,704,16930,16930
481,3776,16937,16937
482,672,16982,16982
483,704,17036,17036
484,640,17071,17071
485,3520,17078,17078
486,704,17123,17123
487,768,17177,17177
488,640,17212,17212
489,3808,17219,17219
490,672,17264,17264
491,640,17318,17318
492,672,17353,17353
493,3136,17360,17360
494,896,17405,17405
495,672,17459,17459
496,672,17494,17494
497,3776,17501,17501
498,640,17546,17546
499,1408,17600,17600
500,640,17635,17635
501,3168,17642,17642
502,864,17687,17687
503,640,17741,17741
504,672,17776,17776
505,4128,17783,17783
506,672,17828,17828
507,672,17882,17882
508,672,17917,17917
509,3168,17924,17924
510,864,17969,17969
511,1120,18023,18023
512,672,18058,18058
513,3744,18065,18065
514,672,18110,18110
515,640,18164,18164
516,768,18199,18199
517,3136,18206,18206
518,928,18251,18251
519,640,18305,18305
520,640,18340,18340
521,3776,18347,18347
522,672,18392,18392
523,640,18446,18446
524,672,18481,18481
525,3520,18488,18488
526,672,18533,18533
527,1312,18587,18587
528,672,18622,18622
529,3776,18629,18629
530,672,18674,18674
531,800,18728,18728
532,640,18763,18763
533,3136,18770,18770
534,864,18815,18815
535,1152,18869,18869
536,704,18904,18904
537,3680,18911,18911
538,640,18956,18956
539,640,19010,19010
540,672,19045,19045
541,3584,19052,19052
542,640,19097,19097
543,672,19151,19151
544,672,19186,19186
545,11808,19193,19193
546,640,19238,19238
547,672,19292,19292
548,640,19327,19327
549,3136,19334,19334
550,768,19379,19379
551,1600,19433,19433
552,704,19468,19468
553,3104,19475,19475
554,928,19520,19520
555,1312,19574,19574
556,896,19609,19609
557,3136,19616,19616
558,896,19661,19661
559,1440,19715,19715
560,672,19750,19750
561,3552,19757,19757
562,640,19802,19802
563,640,19856,19856
564,640,19891,19891
565,3328,19898,19898
566,704,19943,19943
567,640,19997,19997
568,640,20032,20032
569,3680,20039,20039
570,640,20084,20084
571,960,20138,20138
572,640,20173,20173
573,3136,20180,20180
574,896,20225,20225
575,640,20279,20279
576,640,20314,20314
577,3712,20321,20321
578,640,20366,20366
579,1184,20420,20420
580,640,20455,20455
581,3168,20462,20462
582,864,20507,20507
583,1248,20561,20561
584,640,20596,20596
585,3872,20603,20603
586,640,20648,20648
587,672,20702,20702
588,640,20737,20737
589,3136,20744,20744
590,864,20789,20789
591,640,20843,20843
592,640,20878,20878
593,3776,20885,20885
594,672,20930,20930
595,672,20984,20984
596,640,21019,21019
597,3872,21026,21026
598,672,21071,21071
599,704,21125,21125
600,672,21160,21160
601,3776,21167,21167
602,640,21212,21212
603,800,21266,21266
604,640,21301,21301
605,3136,21308,21308
606,864,21353,21353
607,1120,21407,21407
608,672,21442,21442
609,4000,21449,21449
610,672,21494,21494
611,640,21548,21548
612,672,21583,21583
613,3136,21590,21590
614,864,21635,21635
615,640,21689,21689
616,640,21724,21724
617,3104,21731,21731
618,928,21776,21776
619,1216,21830,21830
620,640,21865,21865
621,3520,21872,21872
622,672,21917,21917
623,640,21971,21971
624,640,22006,22006
625,3744,22013,22013
626,672,22058,22058
627,800,22112,22112
628,640,22147,22147
629,2245472,22154,22154
630,896,22199,22199
631,1312,22253,22253
632,672,22288,22288
633,3776,22295,22295
634,640,22340,22340
635,640,22394,22394
636,640,22429,22429
637,3168,22436,22436
638,832,22481,22481
639,640,22535,22535
640,672,22570,22570
641,3104,22577,22577
642,896,22622,22622
643,1344,22676,22676
644,640,22711,22711
645,3104,22718,22718
646,896,22763,22763
647,672,22817,22817
648,640,22852,22852
649,3776,22859,22859
650,640,22904,22904
651,640,22958,22958
652,640,22993,22993
653,3552,23000,23000
654,672,23045,23045
655,1248,23099,23099
656,640,23134,23134
657,3776,23141,23141
658,640,23186,23186
659,640,23240,23240
660,640,23275,23275
661,3136,23282,23282
662,864,23327,23327
663,672,23381,23381
664,1632,23416,23416
665,3808,23423,23423
666,640,23468,23468
667,1440,23522,23522
668,640,23557,23557
669,3168,23564,23564
670,832,23609,23609
671,640,23663,23663
672,672,23698,23698
673,3808,23705,23705
674,640,23750,23750
675,672,23804,23804
676,736,23839,23839
677,3136,23846,23846
678,864,23891,23891
679,672,23945,23945
680,640,23980,23980
681,3808,23987,23987
682,672,24032,24032
683,640,24086,24086
684,640,24121,24121
685,3136,24128,24128
686,864,24173,24173
687,672,24227,24227
688,832,24262,24262
689,3712,24269,24269
690,640,24314,24314
691,1312,24368,24368
692,672,24403,24403
693,3136,24410,24410
694,864,24455,24455
695,640,24509,24509
696,672,24544,24544
697,3776,24551,24551
698,672,24596,24596
699,640,24650,24650
700,640,24685,24685
701,3136,24692,24692
702,832,24737,24737
703,1248,24791,24791
704,640,24826,24826
705,3776,24833,24833
706,640,24878,24878
707,672,24932,24932
708,672,24967,24967
709,3968,24974,24974
710,672,25019,25019
711,640,25073,25073
712,672,25108,25108
713,3808,25115,25115
714,672,25160,25160
715,1024,25214,25214
716,640,25249,25249
717,3168,25256,25256
718,640,25301,25301
719,640,25355,25355
720,672,25390,25390
721,3744,25397,25397
722,672,25442,25442
723,1312,25496,25496
724,640,25531,25531
725,3136,25538,25538
726,1824,25583,25583
727,640,25637,25637
728,672,25672,25672
729,3776,25679,25679
730,672,25724,25724
731,640,25778,25778
732,640,25813,25813
733,3136,25820,25820
734,864,25865,25865
735,640,25919,25919
736,640,25954,25954
737,3808,25961,25961
738,672,26006,26006
739,640,26060,26060
740,640,26095,26095
741,3136,26102,26102
742,1728,26147,26147
743,640,26201,26201
744,672,26236,26236
745,3136,26245,26245
746,934464,26290,26290
747,736,26344,26344
748,704,26398,26398
749,672,26452,26452
750,704,26506,26506
751,40320,26560,26560
752,11840,26614,26614
753,800,26668,26668
754,1472,26722,26722
755,5760,26776,26776
756,7808,26830,26830
757,5664,26884,26884
758,7456,26938,26938
759,4768,26992,26992
760,5216,27046,27046
761,6176,27100,27100
762,4224,27154,27154
763,704,27208,27208
764,736,27262,27262
765,672,27316,27316
766,2816,27370,27370
767,3104,27382,27382
768,229312,27427,27427
769,704,27481,27481
770,1024,27535,27535
771,672,27589,27589
772,704,27643,27643
773,58144,27697,27697
774,15744,27751,27751
775,2464,27805,27805
776,4672,27859,27859
777,8800,27913,27913
778,7392,27967,27967
779,8128,28021,28021
780,8032,28075,28075
781,768,28129,28129
782,672,28183,28183
783,672,28237,28237
784,672,28291,28291
785,672,28345,28345
786,672,28399,28399
787,672,28453,28453
788,672,28507,28507
789,4256,28519,28519
790,322816,28564,28564
791,736,28618,28618
792,672,28672,28672
793,704,28726,28726
794,736,28780,28780
795,29472,28834,28834
796,9120,28888,28888
797,1952,28942,28942
798,1824,28996,28996
799,8960,29050,29050
800,19168,29104,29104
801,704,29158,29158
802,928,29212,29212
803,4832,29266,29266
804,5216,29320,29320
805,5248,29374,29374
806,5120,29428,29428
807,672,29482,29482
808,672,29536,29536
809,704,29590,29590
810,2496,29644,29644
811,3136,29656,29656
812,55328,29701,29701
813,704,29755,29755
814,704,29809,29809
815,704,29863,29863
816,704,29917,29917
817,29664,29971,29971
818,9088,30025,30025
819,1920,30079,30079
820,1888,30133,30133
821,798464,30187,30187
822,7008,30241,30241
823,6976,30295,30295
824,6976,30349,30349
825,5504,30403,30403
826,4928,30457,30457
827,19008,30511,30511
828,640,30565,30565
829,640,30619,30619
830,640,30673,30673
831,640,30727,30727
832,672,30781,30781
833,3136,30793,30793
834,188096,30838,30838
835,1248,30892,30892
836,672,30946,30946
837,704,31000,31000
838,704,31054,31054
839,58336,31108,31108
840,640,31162,31162
841,3520,31216,31216
842,3040,31270,31270
843,4320,31324,31324
844,3392,31378,31378
845,6400,31432,31432
846,4608,31486,31486
847,704,31540,31540
848,800,31594,31594
849,832,31648,31648
850,1056,31702,31702
851,1024,31756,31756
852,768,31810,31810
853,736,31864,31864
854,928,31918,31918
855,3136,31930,31930
856,872288,31975,31975
857,13248,32029,32029
858,672,32083,32083
859,672,32137,32137
860,672,32191,32191
861,77728,32245,32245
862,12992,32299,32299
863,1056,32353,32353
864,1088,32407,32407
865,13120,32461,32461
866,14496,32515,32515
867,12768,32569,32569
868,12896,32623,32623
869,5056,32677,32677
870,4064,32731,32731
871,12096,32785,32785
872,5248,32839,32839
873,3392,32893,32893
874,704,32947,32947
875,704,33001,33001
876,2816,33055,33055
877,3168544,33136,33136
878,42944,33213,33213
879,20256,33290,33290
880,38048,33367,33367
881,20320,33444,33444
882,1536672,33521,33521
883,329536,33598,33598
884,122848,33675,33675
885,123584,33752,33752
886,203328,33829,33829
887,178848,33906,33906
888,162016,33983,33983
889,119584,34060,34060
890,672,34137,34137
891,54400,34214,34214
892,48704,34291,34291
893,896,34368,34368
894,672,34445,34445
895,832,34522,34522
896,640,34599,34599
897,672,34676,34676
898,672,34753,34753
899,672,34830,34830
900,672,34888,34888
901,832,34960,34960
902,672,35018,35018
903,640,35071,35071
904,3872,35124,35124
905,18208,35177,35177
906,672,35221,35221
907,672,35265,35265
908,640,35309,35309
909,640,35353,35353
910,640,35397,35397
911,7395904,35404,35404
