HUD frame time nsec:,16663000

Range Index,Elapsed Time, First Event,Last Event
363,768,9232,9232
364,672,9258,9258
365,672,9284,9284
366,768,9310,9310
367,736,9336,9336
368,640,9362,9362
369,640,9388,9388
370,736,9414,9414
371,736,9440,9440
372,672,9466,9466
373,672,9492,9492
374,672,9518,9518
375,672,9544,9544
376,672,9570,9570
377,672,9596,9596
378,672,9622,9622
379,672,9648,9648
380,672,9674,9674
381,672,9700,9700
382,672,9726,9726
383,640,9752,9752
384,672,9778,9778
385,672,9804,9804
386,640,9830,9830
387,640,9856,9856
388,640,9882,9882
389,672,9908,9908
390,672,9934,9934
391,672,9960,9960
392,640,9986,9986
393,672,10012,10012
394,640,10038,10038
395,640,10064,10064
396,640,10090,10090
397,672,10116,10116
398,640,10142,10142
399,640,10168,10168
400,640,10194,10194
401,640,10220,10220
402,640,10246,10246
403,640,10272,10272
404,640,10298,10298
405,640,10324,10324
406,2496,10331,10331
407,1344,10353,10353
408,736,10379,10379
409,672,10405,10405
410,672,10431,10431
411,768,10457,10457
412,768,10483,10483
413,768,10509,10509
414,736,10535,10535
415,704,10561,10561
416,672,10587,10587
417,1024,10613,10613
418,672,10639,10639
419,672,10665,10665
420,672,10691,10691
421,672,10717,10717
422,672,10743,10743
423,672,10769,10769
424,672,10795,10795
425,672,10821,10821
426,672,10847,10847
427,672,10873,10873
428,640,10899,10899
429,640,10925,10925
430,640,10951,10951
431,672,10977,10977
432,640,11003,11003
433,640,11029,11029
434,672,11055,11055
435,640,11081,11081
436,640,11107,11107
437,640,11133,11133
438,640,11159,11159
439,672,11185,11185
440,672,11211,11211
441,640,11237,11237
442,672,11263,11263
443,640,11289,11289
444,640,11315,11315
445,640,11341,11341
446,640,11367,11367
447,640,11393,11393
448,640,11419,11419
449,672,11445,11445
450,672,11471,11471
451,2624,11478,11478
452,1376,11500,11500
453,704,11526,11526
454,736,11552,11552
455,704,11578,11578
456,672,11604,11604
457,768,11630,11630
458,768,11656,11656
459,672,11682,11682
460,672,11708,11708
461,672,11734,11734
462,672,11760,11760
463,672,11786,11786
464,672,11812,11812
465,672,11838,11838
466,640,11864,11864
467,640,11890,11890
468,672,11916,11916
469,640,11942,11942
470,640,11968,11968
471,640,11994,11994
472,640,12020,12020
473,672,12046,12046
474,640,12072,12072
475,640,12098,12098
476,672,12124,12124
477,640,12150,12150
478,672,12176,12176
479,672,12202,12202
480,672,12228,12228
481,672,12254,12254
482,672,12280,12280
483,672,12306,12306
484,640,12332,12332
485,672,12358,12358
486,640,12384,12384
487,640,12410,12410
488,642272,12436,12436
489,640,12462,12462
490,672,12488,12488
491,800,12514,12514
492,672,12540,12540
493,672,12566,12566
494,640,12592,12592
495,640,12618,12618
496,2400,12625,12625
497,1504,12647,12647
498,736,12673,12673
499,640,12699,12699
500,960,12725,12725
501,704,12751,12751
502,672,12777,12777
503,736,12803,12803
504,704,12829,12829
505,704,12855,12855
506,672,12881,12881
507,672,12907,12907
508,672,12933,12933
509,672,12959,12959
510,672,12985,12985
511,672,13011,13011
512,672,13037,13037
513,640,13063,13063
514,672,13089,13089
515,672,13115,13115
516,640,13141,13141
517,640,13167,13167
518,640,13193,13193
519,640,13219,13219
520,672,13245,13245
521,640,13271,13271
522,672,13297,13297
523,640,13323,13323
524,672,13349,13349
525,640,13375,13375
526,672,13401,13401
527,640,13427,13427
528,640,13453,13453
529,640,13479,13479
530,640,13505,13505
531,640,13531,13531
532,640,13557,13557
533,640,13583,13583
534,640,13609,13609
535,640,13635,13635
536,640,13661,13661
537,640,13687,13687
538,640,13713,13713
539,640,13739,13739
540,640,13765,13765
541,2432,13774,13774
542,75424,13815,13815
543,90816,13865,13865
544,2432,13877,13877
545,66048,13918,13918
546,83072,13968,13968
547,2432,13980,13980
548,71872,14021,14021
549,672,14071,14071
550,2752,14083,14083
551,35872,14124,14124
552,37824,14174,14174
553,2464,14186,14186
554,55616,14227,14227
555,64288,14277,14277
556,2432,14289,14289
557,80608,14330,14330
558,1912704,14380,14380
559,456832,14462,14462
560,447904,14540,14540
561,704,14599,14599
562,736,14653,14653
563,768,14707,14707
564,704,14761,14761
565,704,14815,14815
566,736,14869,14869
567,896,14923,14923
568,704,14977,14977
569,704,15031,15031
570,672,15085,15085
571,672,15139,15139
572,672,15193,15193
573,672,15247,15247
574,704,15301,15301
575,704,15355,15355
576,672,15409,15409
577,672,15463,15463
578,672,15517,15517
579,672,15571,15571
580,672,15625,15625
581,704,15679,15679
582,672,15733,15733
583,640,15787,15787
584,672,15841,15841
585,640,15895,15895
586,640,15949,15949
587,704,16003,16003
588,704,16057,16057
589,672,16111,16111
590,672,16165,16165
591,672,16219,16219
592,640,16273,16273
593,672,16327,16327
594,672,16381,16381
595,640,16435,16435
596,640,16489,16489
597,672,16543,16543
598,672,16597,16597
599,672,16651,16651
600,704,16705,16705
601,672,16759,16759
602,640,16813,16813
603,768,16867,16867
604,704,16921,16921
605,14039744,16928,16928
