HUD frame time nsec:,16662000

Range Index,Elapsed Time, First Event,Last Event
190,1408,3006,3006
191,2368,3012,3012
192,1376,3034,3034
193,2368,3040,3040
194,1472,3062,3062
195,2400,3068,3068
196,1856,3090,3090
197,2880,3096,3096
198,1600,3118,3118
199,2560,3124,3124
200,1856,3146,3146
201,2528,3152,3152
202,2048,3174,3174
203,2400,3180,3180
204,1408,3202,3202
205,2368,3208,3208
206,1440,3230,3230
207,2400,3236,3236
208,1504,3258,3258
209,2464,3264,3264
210,1344,3286,3286
211,2400,3292,3292
212,1472,3314,3314
213,2432,3320,3320
214,1408,3342,3342
215,21184,3348,3348
216,1472,3370,3370
217,2400,3376,3376
218,1472,3398,3398
219,2400,3404,3404
220,1504,3426,3426
221,2432,3432,3432
222,1408,3454,3454
223,2206112,3527,3527
224,2119008,3603,3603
225,672,3661,3661
226,3469856,3667,3667

Range Index,Elapsed Time, First Event,Last Event
0,46688,48,48
1,38528,96,96
2,42112,147,147
3,34272,195,195
4,41984,246,246
5,17888,294,294
6,42784,345,345
7,17152,393,393
8,51104,444,444
9,43968,492,492
10,42080,543,543
11,32864,591,591
12,17376,626,626
13,1344,654,654
14,1184,682,682
15,1184,710,710
16,1440,738,738
17,1440,766,766
18,672,794,794
19,1408,822,822
20,1312,850,850
21,1376,878,878
22,1376,906,906
23,1376,934,934
24,1440,962,962
25,1440,990,990
26,1408,1018,1018
27,1344,1046,1046
28,1408,1074,1074
29,1600,1102,1102
30,1472,1130,1130
31,1440,1158,1158
32,1440,1186,1186
33,672,1214,1214
34,1440,1242,1242
35,1376,1270,1270
36,1440,1298,1298
37,640,1326,1326
38,1440,1354,1354
39,1472,1382,1382
40,1408,1410,1410
41,1376,1438,1438
42,1472,1466,1466
43,1536,1494,1494
44,1280,1522,1522
45,1408,1550,1550
46,1440,1578,1578
47,1376,1606,1606
48,1408,1634,1634
49,1408,1662,1662
50,11712,1690,1690
51,1344,1718,1718
52,1408,1746,1746
53,800,1774,1774
54,768,1802,1802
55,1632,1830,1830
56,1536,1858,1858
57,1408,1886,1886
58,1440,1914,1914
59,1408,1942,1942
60,1856,1970,1970
61,1536,1998,1998
62,1408,2026,2026
63,1568,2054,2054
64,1440,2082,2082
65,1472,2110,2110
66,1568,2138,2138
67,1504,2166,2166
68,1408,2194,2194
69,1408,2222,2222
70,1440,2250,2250
71,1408,2278,2278
72,1504,2306,2306
73,1600,2334,2334
74,1504,2362,2362
75,1472,2390,2390
76,1408,2418,2418
77,1440,2446,2446
78,1504,2474,2474
79,1536,2502,2502
80,1600,2530,2530
81,1376,2558,2558
82,1472,2586,2586
83,1440,2614,2614
84,1504,2642,2642
85,1408,2670,2670
86,1408,2698,2698
87,1504,2726,2726
88,1376,2754,2754
89,1568,2782,2782
90,1408,2810,2810
91,1472,2838,2838
92,1408,2866,2866
93,1280,2894,2894
94,1472,2922,2922
95,1408,2950,2950
96,1472,2978,2978
97,1536,3006,3006
98,1728,3034,3034
99,1568,3062,3062
100,1440,3090,3090
101,1504,3118,3118
102,1536,3146,3146
103,1504,3174,3174
104,1472,3202,3202
105,1504,3230,3230
106,1408,3258,3258
107,1376,3286,3286
108,1440,3314,3314
109,1472,3342,3342
110,1184,3370,3370
111,1376,3398,3398
112,1440,3426,3426
113,1344,3454,3454
114,2202368,3527,3527
115,2119360,3603,3603
116,640,3661,3661

Range Index,Elapsed Time, First Event,Last Event,gpu__draw_count,Cycles,DispatchLaunchDimZAvg,Cycles,ia__prim_count,Cycles,dram__write_pct,Cycles,DispatchLaunchDimXAvg,Cycles,gpu__shaded_fragments,Cycles,gpu__dispatch_count,Cycles,smsp__inst_executed_cs_sum,Cycles,ltc__sol_pct,Cycles,DispatchLaunchDimYAvg,Cycles,DispatchTotalThreads,Cycles,DispatchKernelDimXAvg,Cycles,DispatchKernelDimYAvg,Cycles,DispatchKernelDimZAvg,Cycles,ia__sol_pct,Cycles,ia__busy_pct_avg,Cycles,sm__sol_pct,Cycles,sm__busy_pct_avg,Cycles,tex__sol_pct,Cycles,sm__tex_utilization_pct,Cycles,crop__busy_pct_avg,Cycles,tex__busy_pct_avg,Cycles,lts__busy_pct_avg,Cycles,tex__sm_utilization_pct,Cycles,crop__sol_pct,Cycles,zrop__sol_pct,Cycles,zrop__busy_pct_avg,Cycles,zrop__lts_read_utilization_pct,Cycles,fbpa__sol_pct,Cycles,fbpa__busy_pct_avg,Cycles,lts__request_ia_read_utilization_pct,Cycles,lts__request_tex_write_utilization_pct,Cycles,lts__request_tex_read_utilization_pct,Cycles,xfb__lts_utilization_pct,Cycles,crop__lts_write_utilization_pct,Cycles,zrop__lts_write_utilization_pct,Cycles,crop__lts_read_utilization_pct,Cycles,dram__read_pct,Cycles,lts__request_total_sectors_hitrate_pct,Cycles
0,6988640,48,3661,117,1,0,1,317792,1,3.45804,1,0,1,2.74676e+006,1,0,1,0,1,19.5823,1,0,1,0,1,0,1,0,1,0,1,7.86562,1,45.3546,1,67.4802,1,93.785,1,35.3224,1,26.3757,1,5.35152,1,84.7968,1,87.3104,1,26.3465,1,5.35152,1,5.40506,1,29.3563,1,1.49124,1,7.30315,1,16.5488,1,0.559228,1,0,1,17.856,1,0,1,3.11671,1,3.19288,1,0.415575,1,3.84511,1,96.1368,1

Range Index,Elapsed Time, First Event,Last Event,gpu__draw_count,Cycles,DispatchLaunchDimZAvg,Cycles,ia__prim_count,Cycles,dram__write_pct,Cycles,DispatchLaunchDimXAvg,Cycles,gpu__shaded_fragments,Cycles,gpu__dispatch_count,Cycles,smsp__inst_executed_cs_sum,Cycles,ltc__sol_pct,Cycles,DispatchLaunchDimYAvg,Cycles,DispatchTotalThreads,Cycles,DispatchKernelDimXAvg,Cycles,DispatchKernelDimYAvg,Cycles,DispatchKernelDimZAvg,Cycles,ia__sol_pct,Cycles,ia__busy_pct_avg,Cycles,sm__sol_pct,Cycles,sm__busy_pct_avg,Cycles,tex__sol_pct,Cycles,sm__tex_utilization_pct,Cycles,crop__busy_pct_avg,Cycles,tex__busy_pct_avg,Cycles,lts__busy_pct_avg,Cycles,tex__sm_utilization_pct,Cycles,crop__sol_pct,Cycles,zrop__sol_pct,Cycles,zrop__busy_pct_avg,Cycles,zrop__lts_read_utilization_pct,Cycles,fbpa__sol_pct,Cycles,fbpa__busy_pct_avg,Cycles,lts__request_ia_read_utilization_pct,Cycles,lts__request_tex_write_utilization_pct,Cycles,lts__request_tex_read_utilization_pct,Cycles,xfb__lts_utilization_pct,Cycles,crop__lts_write_utilization_pct,Cycles,zrop__lts_write_utilization_pct,Cycles,crop__lts_read_utilization_pct,Cycles,dram__read_pct,Cycles,lts__request_total_sectors_hitrate_pct,Cycles
0,1440,2642,2642,1,1,0,1,32,1,0,1,0,1,0,1,0,1,0,1,0.694596,1,0,1,0,1,0,1,0,1,0,1,0.201207,1,4.86117,1,0.55332,1,27.8672,1,0,1,0.160966,1,0,1,4.76861,1,8.02341,1,0,1,0.0875082,1,0.0656312,1,2.1002,1,0,1,0.533537,1,88.263,1,0.051958,1,0,1,0,1,0,1,0,1,0,1,0,1,0.533537,1,91.7526,1
