HUD frame time nsec:,16664000

Range Index,Elapsed Time, First Event,Last Event
479,640,12670,12670
480,672,12697,12697
481,672,12724,12724
482,640,12751,12751
483,640,12778,12778
484,672,12805,12805
485,672,12832,12832
486,640,12859,12859
487,640,12886,12886
488,672,12913,12913
489,640,12940,12940
490,640,12967,12967
491,672,12994,12994
492,672,13021,13021
493,640,13048,13048
494,640,13075,13075
495,640,13102,13102
496,2624,13109,13109
497,1312,13132,13132
498,736,13159,13159
499,768,13186,13186
500,768,13213,13213
501,768,13240,13240
502,736,13267,13267
503,704,13294,13294
504,704,13321,13321
505,736,13348,13348
506,864,13375,13375
507,672,13402,13402
508,672,13429,13429
509,640,13456,13456
510,672,13483,13483
511,672,13510,13510
512,672,13537,13537
513,672,13564,13564
514,672,13591,13591
515,672,13618,13618
516,672,13645,13645
517,640,13672,13672
518,640,13699,13699
519,672,13726,13726
520,640,13753,13753
521,672,13780,13780
522,640,13807,13807
523,640,13834,13834
524,768,13861,13861
525,640,13888,13888
526,672,13915,13915
527,640,13942,13942
528,640,13969,13969
529,672,13996,13996
530,640,14023,14023
531,640,14050,14050
532,672,14077,14077
533,672,14104,14104
534,640,14131,14131
535,672,14158,14158
536,672,14185,14185
537,640,14212,14212
538,672,14239,14239
539,672,14266,14266
540,640,14293,14293
541,2432,14302,14302
542,76192,14344,14344
543,544416,14395,14395
544,2432,14407,14407
545,90720,14449,14449
546,581952,14500,14500
547,2624,14512,14512
548,70048,14554,14554
549,548192,14605,14605
550,2432,14617,14617
551,74560,14659,14659
552,581632,14710,14710
553,2528,14722,14722
554,54816,14764,14764
555,564576,14815,14815
556,2592,14827,14827
557,80288,14869,14869
558,561632,14920,14920
559,544064,15000,15000
560,1131840,15076,15076
561,1856,15133,15133
562,800,15185,15185
563,704,15237,15237
564,672,15289,15289
565,768,15341,15341
566,672,15393,15393
567,704,15445,15445
568,704,15497,15497
569,768,15549,15549
570,704,15601,15601
571,672,15653,15653
572,704,15705,15705
573,832,15757,15757
574,704,15809,15809
575,672,15861,15861
576,704,15913,15913
577,704,15965,15965
578,672,16017,16017
579,640,16069,16069
580,640,16121,16121
581,672,16173,16173
582,640,16225,16225
583,672,16277,16277
584,672,16329,16329
585,672,16381,16381
586,672,16433,16433
587,672,16485,16485
588,672,16537,16537
589,640,16589,16589
590,672,16641,16641
591,672,16693,16693
592,672,16745,16745
593,672,16797,16797
594,672,16849,16849
595,672,16901,16901
596,672,16953,16953
597,672,17005,17005
598,672,17057,17057
599,672,17109,17109
600,672,17161,17161
601,178624,17213,17213
602,704,17265,17265
603,672,17317,17317
604,1088,17369,17369
605,992,17399,17399
606,13027968,17406,17406
