HUD frame time nsec:,17985000

Range Index,Elapsed Time, First Event,Last Event
357,3104,12566,12566
358,896,12611,12611
359,1440,12665,12665
360,640,12700,12700
361,3904,12707,12707
362,640,12752,12752
363,672,12806,12806
364,640,12841,12841
365,3168,12848,12848
366,1984,12893,12893
367,640,12947,12947
368,640,12982,12982
369,3776,12989,12989
370,640,13034,13034
371,672,13088,13088
372,640,13123,13123
373,3104,13130,13130
374,832,13175,13175
375,552800,13229,13229
376,672,13264,13264
377,3872,13271,13271
378,672,13316,13316
379,672,13370,13370
380,672,13405,13405
381,3392,13412,13412
382,640,13457,13457
383,1120,13511,13511
384,640,13546,13546
385,3200,13555,13555
386,235712,13600,13600
387,704,13654,13654
388,640,13708,13708
389,704,13762,13762
390,672,13816,13816
391,37536,13870,13870
392,13760,13924,13924
393,704,13978,13978
394,672,14032,14032
395,6688,14086,14086
396,8416,14140,14140
397,5792,14194,14194
398,8832,14248,14248
399,3552,14302,14302
400,4288,14356,14356
401,2112,14410,14410
402,1984,14464,14464
403,640,14518,14518
404,640,14572,14572
405,640,14626,14626
406,672,14680,14680
407,3136,14692,14692
408,811872,14737,14737
409,1472,14791,14791
410,1152,14845,14845
411,672,14899,14899
412,736,14953,14953
413,33920,15007,15007
414,16576,15061,15061
415,800,15115,15115
416,4352,15169,15169
417,14656,15223,15223
418,2592,15277,15277
419,8736,15331,15331
420,8160,15385,15385
421,4480,15439,15439
422,832,15493,15493
423,1024,15547,15547
424,672,15601,15601
425,672,15655,15655
426,640,15709,15709
427,672,15763,15763
428,640,15817,15817
429,3136,15829,15829
430,243200,15874,15874
431,640,15928,15928
432,640,15982,15982
433,672,16036,16036
434,14720,16090,16090
435,640,16144,16144
436,704,16198,16198
437,672,16252,16252
438,640,16306,16306
439,640,16360,16360
440,640,16414,16414
441,640,16468,16468
442,640,16522,16522
443,640,16576,16576
444,672,16630,16630
445,640,16684,16684
446,672,16738,16738
447,640,16792,16792
448,672,16846,16846
449,640,16900,16900
450,640,16954,16954
451,18112,16966,16966
452,863456,17011,17011
453,704,17065,17065
454,704,17119,17119
455,704,17173,17173
456,704,17227,17227
457,29664,17281,17281
458,9280,17335,17335
459,1696,17389,17389
460,1824,17443,17443
461,8896,17497,17497
462,6976,17551,17551
463,6944,17605,17605
464,6976,17659,17659
465,5216,17713,17713
466,5248,17767,17767
467,5184,17821,17821
468,5152,17875,17875
469,832,17929,17929
470,704,17983,17983
471,672,18037,18037
472,2656,18091,18091
473,3104,18103,18103
474,208288,18148,18148
475,704,18202,18202
476,704,18256,18256
477,704,18310,18310
478,704,18364,18364
479,55968,18418,18418
480,3328,18472,18472
481,4960,18526,18526
482,2496,18580,18580
483,7424,18634,18634
484,1279072,18688,18688
485,8992,18742,18742
486,12032,18796,18796
487,704,18850,18850
488,2560,18904,18904
489,15584,18958,18958
490,864,19012,19012
491,672,19066,19066
492,640,19120,19120
493,672,19174,19174
494,672,19228,19228
495,3168,19240,19240
496,248896,19285,19285
497,2112,19339,19339
498,1280,19393,19393
499,3072,19447,19447
500,1216,19501,19501
501,54688,19555,19555
502,9440,19609,19609
503,672,19663,19663
504,672,19717,19717
505,704,19771,19771
506,17088,19825,19825
507,704,19879,19879
508,7616,19933,19933
509,3968,19987,19987
510,5440,20041,20041
511,7488,20095,20095
512,14304,20149,20149
513,704,20203,20203
514,640,20257,20257
515,640,20311,20311
516,640,20365,20365
517,3761120,20446,20446
518,62112,20523,20523
519,38848,20600,20600
520,32352,20677,20677
521,34976,20754,20754
522,1489472,20831,20831
523,360576,20908,20908
524,205120,20985,20985
525,29568,21062,21062
526,236224,21139,21139
527,245184,21216,21216
528,165216,21293,21293
529,152128,21370,21370
530,152000,21447,21447
531,71680,21524,21524
532,116544,21601,21601
533,75712,21678,21678
534,704,21755,21755
535,672,21832,21832
536,640,21909,21909
537,672,21986,21986
538,640,22063,22063
539,672,22140,22140
540,864,22198,22198
541,640,22270,22270
542,672,22328,22328
543,672,22381,22381
544,672,22434,22434
545,640,22487,22487
546,640,22531,22531
547,672,22575,22575
548,672,22619,22619
549,672,22663,22663
550,672,22707,22707
551,3374432,22714,22714
